user_id,total_actual_revenue,total_cf_revenue,true_irpu
187,16.53,0.0,16.53
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,68.13,10.48,57.65
191,0.0,8.1,-8.1
192,0.0,0.0,0.0
194,27.3,0.0,27.3
195,0.0,0.0,0.0
196,33.3,0.0,33.3
198,23.49,51.55,-28.06
199,0.0,0.0,0.0
200,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.0,0.0,0.0
204,0.0,0.0,0.0
205,0.0,0.0,0.0
206,0.0,0.0,0.0
207,0.0,0.0,0.0
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,0.0,0.0,0.0
212,0.0,0.0,0.0
213,0.0,0.0,0.0
214,0.0,0.0,0.0
215,40.45,0.0,40.45
216,0.0,55.75,-55.75
217,0.0,51.18,-51.18
218,0.0,13.77,-13.77
219,0.0,0.0,0.0
221,0.0,0.0,0.0
223,0.0,0.0,0.0
224,0.0,0.0,0.0
225,3.81,32.87,-29.06
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,38.17,-38.17
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,94.17,-94.17
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.0,0.0
235,0.0,0.0,0.0
236,0.0,0.0,0.0
237,0.0,84.41,-84.41
238,0.0,0.0,0.0
239,0.0,0.0,0.0
240,18.79,0.0,18.79
241,0.0,0.0,0.0
242,0.0,22.1,-22.1
243,0.0,0.0,0.0
244,0.0,0.0,0.0
245,18.12,0.0,18.12
246,0.0,0.0,0.0
247,0.0,0.0,0.0
248,0.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,9.94,-9.94
252,0.0,112.95,-112.95
253,0.0,0.0,0.0
254,0.0,0.0,0.0
255,0.0,0.0,0.0
256,0.0,0.0,0.0
257,0.0,0.0,0.0
258,67.87,0.0,67.87
259,0.0,0.0,0.0
260,32.62,0.0,32.62
261,0.0,0.0,0.0
262,0.0,0.0,0.0
263,0.0,0.0,0.0
264,0.0,0.0,0.0
265,28.77,0.0,28.77
266,0.0,0.0,0.0
267,19.92,0.0,19.92
268,73.47,0.0,73.47
269,0.0,0.0,0.0
270,0.0,0.0,0.0
271,0.0,19.67,-19.67
272,0.0,0.0,0.0
273,0.0,0.0,0.0
274,0.0,0.0,0.0
275,125.09,0.0,125.09
276,0.0,0.0,0.0
277,55.15,0.0,55.15
278,0.0,0.0,0.0
279,0.0,0.0,0.0
280,13.61,0.0,13.61
281,50.05,0.0,50.05
282,18.4,42.11,-23.71
283,0.0,0.0,0.0
284,0.0,0.0,0.0
286,0.0,0.0,0.0
287,0.0,40.81,-40.81
288,94.94,0.0,94.94
289,42.98,42.98,0.0
290,0.0,0.0,0.0
291,0.0,15.11,-15.11
292,0.0,0.0,0.0
293,0.0,32.42,-32.42
295,0.0,0.0,0.0
296,38.69,0.0,38.69
297,0.0,0.0,0.0
298,0.0,0.0,0.0
299,0.0,0.0,0.0
300,129.45,0.0,129.45
301,0.0,0.0,0.0
302,15.88,31.12,-15.24
303,7.56,0.0,7.56
304,0.0,0.0,0.0
305,0.0,0.0,0.0
306,0.0,0.0,0.0
307,0.0,17.19,-17.19
308,0.0,27.67,-27.67
309,0.0,0.0,0.0
310,0.0,0.0,0.0
311,0.0,0.0,0.0
312,0.0,0.0,0.0
313,0.0,0.0,0.0
314,0.0,31.76,-31.76
315,16.23,0.0,16.23
316,0.0,0.0,0.0
317,0.0,0.0,0.0
318,0.0,0.0,0.0
319,0.0,0.0,0.0
320,0.0,0.0,0.0
321,50.05,0.0,50.05
322,0.0,0.0,0.0
323,0.0,0.0,0.0
324,0.0,6.0,-6.0
325,0.0,0.0,0.0
326,0.0,0.0,0.0
327,0.0,23.89,-23.89
328,0.0,5.28,-5.28
329,0.0,0.0,0.0
330,0.0,0.0,0.0
331,0.0,0.0,0.0
332,19.69,0.0,19.69
333,0.0,0.0,0.0
334,0.0,73.32,-73.32
335,0.0,0.0,0.0
336,0.0,0.0,0.0
337,0.0,0.0,0.0
338,0.0,0.0,0.0
339,0.0,13.83,-13.83
340,76.86,29.67,47.19
341,13.4,0.0,13.4
343,0.0,0.0,0.0
344,0.0,0.0,0.0
345,0.0,0.0,0.0
346,0.0,0.0,0.0
347,71.37,0.0,71.37
348,0.0,104.07,-104.07
349,0.0,16.83,-16.83
351,96.82,75.68,21.14
352,0.0,0.0,0.0
353,0.0,0.0,0.0
354,7.08,0.0,7.08
355,0.0,0.0,0.0
356,0.0,0.0,0.0
357,0.0,0.0,0.0
358,0.0,0.0,0.0
359,0.0,15.32,-15.32
360,0.0,12.99,-12.99
361,0.0,0.0,0.0
362,0.0,0.0,0.0
363,32.71,0.0,32.71
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,0.0,0.0,0.0
367,0.0,72.96,-72.96
368,0.0,33.63,-33.63
369,0.0,0.0,0.0
370,0.0,0.0,0.0
371,0.0,0.0,0.0
372,51.07,0.0,51.07
373,28.3,0.0,28.3
374,0.0,0.0,0.0
375,0.0,0.0,0.0
376,0.0,0.0,0.0
377,12.78,139.24,-126.46
378,0.0,0.0,0.0
379,0.0,0.0,0.0
380,0.0,0.0,0.0
381,0.0,0.0,0.0
382,38.69,0.0,38.69
383,0.0,0.0,0.0
384,0.0,0.0,0.0
385,0.0,0.0,0.0
386,0.0,0.0,0.0
387,0.0,0.0,0.0
388,0.0,0.0,0.0
389,0.0,0.0,0.0
390,14.55,38.16,-23.61
391,0.0,35.47,-35.47
392,0.0,0.0,0.0
393,19.69,0.0,19.69
394,0.0,0.0,0.0
395,0.0,0.0,0.0
396,0.0,0.0,0.0
397,0.0,0.0,0.0
398,0.0,0.0,0.0
399,0.0,0.0,0.0
400,0.0,0.0,0.0
401,0.0,0.0,0.0
402,0.0,0.0,0.0
403,0.0,63.6,-63.6
404,39.28,0.0,39.28
405,0.0,0.0,0.0
406,0.0,0.0,0.0
407,51.55,0.0,51.55
408,26.6,0.0,26.6
409,0.0,0.0,0.0
410,0.0,0.0,0.0
411,0.0,0.0,0.0
412,0.0,0.0,0.0
413,0.0,0.0,0.0
414,0.0,46.96,-46.96
416,0.0,0.0,0.0
417,0.0,0.0,0.0
418,0.0,0.0,0.0
419,0.0,0.0,0.0
420,0.0,0.0,0.0
421,0.0,0.0,0.0
422,0.0,0.0,0.0
423,0.0,0.0,0.0
424,0.0,0.0,0.0
425,0.0,0.0,0.0
426,0.0,0.0,0.0
427,0.0,0.0,0.0
428,0.0,0.0,0.0
429,0.0,0.0,0.0
430,0.0,0.0,0.0
431,0.0,0.0,0.0
432,0.0,0.0,0.0
433,0.0,0.0,0.0
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,0.0,0.0,0.0
437,0.0,4.02,-4.02
438,0.0,10.32,-10.32
439,0.0,0.0,0.0
440,0.0,48.18,-48.18
441,49.96,0.0,49.96
442,0.0,0.0,0.0
444,27.01,0.0,27.01
445,0.0,0.0,0.0
446,0.0,0.0,0.0
447,0.0,0.0,0.0
448,0.0,0.0,0.0
449,0.0,0.0,0.0
450,0.0,0.0,0.0
451,12.35,0.0,12.35
452,0.0,0.0,0.0
454,64.13,0.0,64.13
455,0.0,0.0,0.0
456,0.0,41.07,-41.07
457,0.0,0.0,0.0
458,0.0,53.03,-53.03
459,0.0,0.0,0.0
460,0.0,0.0,0.0
461,0.0,16.18,-16.18
462,0.0,0.0,0.0
463,6.85,0.0,6.85
464,0.0,0.0,0.0
465,11.78,0.0,11.78
466,0.0,0.0,0.0
467,0.0,0.0,0.0
468,0.0,0.0,0.0
469,56.47,30.46,26.01
470,13.52,0.0,13.52
471,0.0,0.0,0.0
472,0.0,0.0,0.0
473,0.0,18.63,-18.63
474,0.0,0.0,0.0
476,0.0,0.0,0.0
477,50.05,0.0,50.05
478,55.33,0.0,55.33
479,0.0,56.4,-56.4
480,0.0,0.0,0.0
481,0.0,0.0,0.0
482,0.0,0.0,0.0
483,0.0,0.0,0.0
485,28.01,18.25,9.76
486,26.49,32.97,-6.48
487,0.0,0.0,0.0
488,0.0,0.0,0.0
490,0.0,105.92,-105.92
491,0.0,0.0,0.0
492,0.0,0.0,0.0
493,0.0,0.0,0.0
494,0.0,0.0,0.0
495,0.0,65.27,-65.27
496,35.58,92.21,-56.63
497,0.0,0.0,0.0
498,0.0,0.0,0.0
499,49.33,39.33,10.0
500,0.0,0.0,0.0
501,0.0,0.0,0.0
502,0.0,35.47,-35.47
503,0.0,86.25,-86.25
504,0.0,0.0,0.0
505,0.0,0.0,0.0
506,58.4,0.0,58.4
507,0.0,0.0,0.0
508,0.0,38.39,-38.39
509,0.0,0.0,0.0
510,0.0,96.77,-96.77
511,0.0,0.0,0.0
512,0.0,0.0,0.0
513,0.0,0.0,0.0
514,0.0,19.5,-19.5
515,0.0,0.0,0.0
516,33.34,16.02,17.32
517,0.0,0.0,0.0
518,57.01,0.0,57.01
519,0.0,0.0,0.0
520,0.0,0.0,0.0
521,0.0,0.0,0.0
522,0.0,0.0,0.0
523,0.0,0.0,0.0
524,13.22,0.0,13.22
525,0.0,0.0,0.0
526,42.16,0.0,42.16
527,33.67,0.0,33.67
528,0.0,0.0,0.0
529,43.84,0.0,43.84
530,134.97,33.79,101.18
531,0.0,0.0,0.0
532,0.0,0.0,0.0
533,0.0,0.0,0.0
534,0.0,0.0,0.0
535,0.0,0.0,0.0
536,0.0,0.0,0.0
537,0.0,21.91,-21.91
538,0.0,0.0,0.0
539,0.0,0.0,0.0
540,0.0,0.0,0.0
541,0.0,0.0,0.0
542,0.0,0.0,0.0
543,0.0,0.0,0.0
544,0.0,36.56,-36.56
545,0.0,63.38,-63.38
546,0.0,15.61,-15.61
547,0.0,0.0,0.0
548,0.0,0.0,0.0
549,0.0,0.0,0.0
550,0.0,0.0,0.0
551,0.0,0.0,0.0
552,0.0,0.0,0.0
553,0.0,0.0,0.0
554,0.0,0.0,0.0
555,23.98,25.41,-1.43
556,0.0,0.0,0.0
557,0.0,0.0,0.0
558,0.0,0.0,0.0
560,0.0,0.0,0.0
561,10.37,0.0,10.37
562,0.0,0.0,0.0
563,0.0,15.91,-15.91
564,29.75,0.0,29.75
565,0.0,77.34,-77.34
566,0.0,11.46,-11.46
567,0.0,32.62,-32.62
568,0.0,0.0,0.0
569,0.0,0.0,0.0
570,0.0,0.0,0.0
571,0.0,0.0,0.0
572,0.0,0.0,0.0
573,0.0,0.0,0.0
574,0.0,0.0,0.0
575,0.0,0.0,0.0
576,0.0,0.0,0.0
577,0.0,0.0,0.0
578,0.0,0.0,0.0
579,0.0,0.0,0.0
580,0.0,0.0,0.0
581,15.41,0.0,15.41
582,0.0,0.0,0.0
583,0.0,0.0,0.0
584,0.0,0.0,0.0
585,0.0,0.0,0.0
586,0.0,0.0,0.0
587,0.0,0.0,0.0
589,0.0,23.04,-23.04
590,27.56,31.69,-4.13
591,193.05,0.0,193.05
592,31.41,78.13,-46.72
593,74.48,99.47,-24.99
594,0.0,19.29,-19.29
595,0.0,0.0,0.0
596,0.0,0.0,0.0
597,70.89,0.0,70.89
598,0.0,0.0,0.0
600,0.0,0.0,0.0
601,37.07,0.0,37.07
602,41.03,0.0,41.03
603,0.0,0.0,0.0
605,0.0,29.95,-29.95
606,74.38,0.0,74.38
607,84.18,0.0,84.18
608,0.0,37.49,-37.49
609,0.0,0.0,0.0
610,0.0,0.0,0.0
611,0.0,0.0,0.0
612,0.0,0.0,0.0
613,20.29,0.0,20.29
614,0.0,0.0,0.0
615,156.15,0.0,156.15
616,0.0,0.0,0.0
617,0.0,0.0,0.0
618,0.0,0.0,0.0
619,0.0,0.0,0.0
620,0.0,0.0,0.0
621,0.0,18.4,-18.4
622,0.0,0.0,0.0
623,0.0,0.0,0.0
624,0.0,11.1,-11.1
625,0.0,15.42,-15.42
626,0.0,0.0,0.0
627,0.0,0.0,0.0
628,0.0,49.48,-49.48
629,35.64,0.0,35.64
630,21.08,0.0,21.08
631,0.0,22.62,-22.62
632,26.49,0.0,26.49
633,31.84,67.22,-35.38
634,0.0,0.0,0.0
635,0.0,0.0,0.0
636,0.0,0.0,0.0
637,0.0,0.0,0.0
638,0.0,12.18,-12.18
639,0.0,0.0,0.0
640,0.0,0.0,0.0
641,0.0,0.0,0.0
642,0.0,0.0,0.0
643,0.0,0.0,0.0
644,0.0,29.81,-29.81
645,0.0,0.0,0.0
646,9.84,0.0,9.84
647,35.58,0.0,35.58
648,0.0,0.0,0.0
649,9.94,0.0,9.94
650,0.0,0.0,0.0
651,0.0,0.0,0.0
652,0.0,0.0,0.0
653,0.0,0.0,0.0
654,0.0,0.0,0.0
655,15.51,22.41,-6.9
656,0.0,0.0,0.0
657,19.39,0.0,19.39
658,0.0,0.0,0.0
661,0.0,15.79,-15.79
662,0.0,0.0,0.0
663,0.0,0.0,0.0
664,0.0,0.0,0.0
665,0.0,63.16,-63.16
666,0.0,0.0,0.0
667,0.0,38.35,-38.35
668,22.82,0.0,22.82
669,0.0,0.0,0.0
670,0.0,0.0,0.0
672,54.04,77.47,-23.43
673,0.0,0.0,0.0
674,0.0,0.0,0.0
675,0.0,0.0,0.0
676,0.0,0.0,0.0
677,0.0,0.0,0.0
678,0.0,0.0,0.0
679,0.0,0.0,0.0
680,0.0,0.0,0.0
681,0.0,0.0,0.0
682,0.0,0.0,0.0
683,0.0,0.0,0.0
684,13.84,140.52,-126.68
685,0.0,0.0,0.0
686,0.0,0.0,0.0
687,0.0,0.0,0.0
688,0.0,0.0,0.0
689,0.0,0.0,0.0
690,0.0,0.0,0.0
691,0.0,0.0,0.0
692,0.0,0.0,0.0
693,0.0,0.0,0.0
694,0.0,0.0,0.0
695,0.0,0.0,0.0
696,22.97,0.0,22.97
697,0.0,0.0,0.0
698,0.0,48.32,-48.32
699,0.0,15.78,-15.78
700,0.0,0.0,0.0
701,0.0,0.0,0.0
702,0.0,0.0,0.0
703,0.0,0.0,0.0
704,0.0,0.0,0.0
705,0.0,0.0,0.0
706,0.0,0.0,0.0
707,0.0,0.0,0.0
708,0.0,0.0,0.0
709,25.64,42.11,-16.47
710,0.0,0.0,0.0
711,0.0,0.0,0.0
712,0.0,0.0,0.0
713,0.0,33.1,-33.1
714,51.87,0.0,51.87
715,0.0,0.0,0.0
716,0.0,0.0,0.0
717,0.0,0.0,0.0
718,0.0,0.0,0.0
719,0.0,0.0,0.0
720,0.0,0.0,0.0
722,0.0,0.0,0.0
723,30.49,0.0,30.49
725,0.0,0.0,0.0
726,0.0,0.0,0.0
727,99.47,0.0,99.47
728,0.0,13.73,-13.73
729,0.0,0.0,0.0
730,0.0,0.0,0.0
731,0.0,0.0,0.0
732,0.0,0.0,0.0
733,0.0,0.0,0.0
734,3.33,0.0,3.33
735,0.0,0.0,0.0
736,0.0,37.03,-37.03
737,0.0,0.0,0.0
738,24.05,0.0,24.05
739,0.0,0.0,0.0
740,0.0,0.0,0.0
741,0.0,0.0,0.0
742,0.0,24.05,-24.05
743,0.0,0.0,0.0
744,0.0,0.0,0.0
745,0.0,0.0,0.0
746,0.0,0.0,0.0
747,0.0,48.45,-48.45
749,0.0,0.0,0.0
750,0.0,0.0,0.0
751,0.0,0.0,0.0
752,0.0,0.0,0.0
753,0.0,0.0,0.0
754,0.0,0.0,0.0
755,43.27,37.07,6.2
756,0.0,0.0,0.0
757,0.0,0.0,0.0
758,0.0,0.0,0.0
759,0.0,0.0,0.0
760,0.0,0.0,0.0
761,0.0,0.0,0.0
762,0.0,0.0,0.0
763,29.78,0.0,29.78
764,30.99,0.0,30.99
765,0.0,0.0,0.0
766,0.0,0.0,0.0
767,0.0,0.0,0.0
768,0.0,0.0,0.0
769,0.0,0.0,0.0
770,0.0,0.0,0.0
771,0.0,0.0,0.0
772,0.0,0.0,0.0
773,0.0,26.15,-26.15
774,0.0,0.0,0.0
775,0.0,0.0,0.0
776,0.0,0.0,0.0
777,32.25,15.87,16.38
778,0.0,0.0,0.0
779,0.0,101.62,-101.62
780,0.0,0.0,0.0
781,8.1,0.0,8.1
782,0.0,0.0,0.0
783,0.0,0.0,0.0
784,0.0,0.0,0.0
785,0.0,0.0,0.0
786,0.0,0.0,0.0
787,0.0,16.76,-16.76
788,0.0,0.0,0.0
789,0.0,0.0,0.0
790,0.0,32.4,-32.4
791,0.0,0.0,0.0
792,0.0,0.0,0.0
793,0.0,0.0,0.0
794,0.0,171.74,-171.74
795,0.0,0.0,0.0
796,0.0,29.13,-29.13
797,0.0,0.0,0.0
799,27.11,0.0,27.11
800,0.0,0.0,0.0
801,0.0,0.0,0.0
802,0.0,0.0,0.0
804,0.0,0.0,0.0
805,0.0,0.0,0.0
807,0.0,0.0,0.0
808,0.0,0.0,0.0
809,19.82,47.97,-28.15
810,0.0,0.0,0.0
811,15.32,0.0,15.32
812,0.0,25.66,-25.66
813,0.0,0.0,0.0
814,106.77,0.0,106.77
815,0.0,0.0,0.0
816,0.0,0.0,0.0
817,0.0,0.0,0.0
819,0.0,14.89,-14.89
820,0.0,0.0,0.0
821,45.26,11.1,34.16
822,0.0,0.0,0.0
823,57.01,0.0,57.01
824,0.0,0.0,0.0
825,0.0,0.0,0.0
827,0.0,0.0,0.0
828,0.0,0.0,0.0
829,0.0,0.0,0.0
830,0.0,0.0,0.0
831,0.0,0.0,0.0
832,0.0,0.0,0.0
833,16.02,110.2,-94.18
834,8.89,0.0,8.89
835,115.27,10.75,104.52
836,32.97,0.0,32.97
837,0.0,38.04,-38.04
838,0.0,0.0,0.0
839,0.0,0.0,0.0
840,0.0,0.0,0.0
841,0.0,0.0,0.0
842,0.0,27.81,-27.81
843,0.0,45.23,-45.23
844,0.0,0.0,0.0
845,0.0,0.0,0.0
846,0.0,0.0,0.0
847,0.0,0.0,0.0
848,0.0,0.0,0.0
849,9.32,0.0,9.32
850,0.0,0.0,0.0
851,0.0,28.43,-28.43
852,0.0,0.0,0.0
853,54.48,0.0,54.48
854,64.13,0.0,64.13
855,0.0,0.0,0.0
856,0.0,0.0,0.0
857,14.89,26.92,-12.03
858,0.0,0.0,0.0
859,0.0,0.0,0.0
860,0.0,0.0,0.0
861,0.0,0.0,0.0
862,0.0,24.2,-24.2
863,0.0,0.0,0.0
864,0.0,0.0,0.0
865,15.89,166.52,-150.63
866,0.0,0.0,0.0
867,0.0,0.0,0.0
868,0.0,0.0,0.0
869,0.0,0.0,0.0
870,0.0,0.0,0.0
871,30.08,0.0,30.08
872,0.0,0.0,0.0
873,0.0,0.0,0.0
874,0.0,0.0,0.0
875,0.0,9.25,-9.25
877,0.0,0.0,0.0
879,10.48,0.0,10.48
881,0.0,0.0,0.0
882,0.0,0.0,0.0
883,0.0,0.0,0.0
884,50.04,0.0,50.04
885,0.0,0.0,0.0
886,0.0,0.0,0.0
887,0.0,0.0,0.0
888,51.99,171.57,-119.58
889,44.49,0.0,44.49
890,0.0,0.0,0.0
891,0.0,0.0,0.0
892,0.0,0.0,0.0
893,0.0,0.0,0.0
894,0.0,0.0,0.0
896,0.0,120.28,-120.28
897,63.71,123.32,-59.61
898,0.0,0.0,0.0
899,0.0,0.0,0.0
900,0.0,0.0,0.0
901,0.0,0.0,0.0
902,0.0,0.0,0.0
904,0.0,0.0,0.0
905,0.0,0.0,0.0
906,0.0,0.0,0.0
907,38.77,0.0,38.77
908,0.0,0.0,0.0
909,0.0,22.74,-22.74
910,0.0,0.0,0.0
911,28.91,16.18,12.73
912,12.3,0.0,12.3
913,0.0,0.0,0.0
914,0.0,69.05,-69.05
915,0.0,0.0,0.0
916,0.0,0.0,0.0
917,0.0,0.0,0.0
918,0.0,0.0,0.0
919,0.0,0.0,0.0
920,0.0,0.0,0.0
921,51.96,33.64,18.32
922,0.0,0.0,0.0
923,17.9,0.0,17.9
924,129.25,34.69,94.56
925,0.0,0.0,0.0
926,0.0,83.84,-83.84
928,0.0,0.0,0.0
929,0.0,0.0,0.0
930,0.0,0.0,0.0
931,0.0,68.25,-68.25
932,0.0,0.0,0.0
934,0.0,0.0,0.0
935,0.0,0.0,0.0
936,0.0,0.0,0.0
937,29.42,55.84,-26.42
938,62.33,102.59,-40.26
939,0.0,0.0,0.0
940,0.0,0.0,0.0
941,0.0,0.0,0.0
942,59.06,0.0,59.06
943,47.6,68.89,-21.29
944,0.0,0.0,0.0
945,0.0,0.0,0.0
946,0.0,17.15,-17.15
947,0.0,0.0,0.0
948,45.23,0.0,45.23
949,0.0,0.0,0.0
950,0.0,0.0,0.0
951,0.0,0.0,0.0
952,0.0,0.0,0.0
953,8.04,0.0,8.04
954,0.0,0.0,0.0
955,0.0,0.0,0.0
956,0.0,37.78,-37.78
957,52.65,83.01,-30.36
958,0.0,0.0,0.0
960,0.0,0.0,0.0
961,0.0,0.0,0.0
962,0.0,0.0,0.0
963,0.0,0.0,0.0
964,0.0,0.0,0.0
965,63.03,0.0,63.03
966,0.0,28.04,-28.04
967,0.0,0.0,0.0
968,0.0,0.0,0.0
969,0.0,11.13,-11.13
970,0.0,0.0,0.0
971,0.0,0.0,0.0
972,14.7,19.07,-4.37
973,0.0,0.0,0.0
974,0.0,0.0,0.0
975,0.0,0.0,0.0
976,0.0,0.0,0.0
977,12.88,41.55,-28.67
978,0.0,0.0,0.0
979,0.0,0.0,0.0
980,0.0,0.0,0.0
981,0.0,0.0,0.0
982,0.0,0.0,0.0
983,35.0,0.0,35.0
984,0.0,91.83,-91.83
985,0.0,0.0,0.0
986,0.0,112.24,-112.24
988,0.0,0.0,0.0
989,0.0,0.0,0.0
990,0.0,0.0,0.0
991,28.01,0.0,28.01
992,0.0,0.0,0.0
993,0.0,26.47,-26.47
994,0.0,0.0,0.0
995,0.0,22.99,-22.99
996,0.0,0.0,0.0
997,0.0,0.0,0.0
998,42.89,0.0,42.89
999,0.0,0.0,0.0
1000,0.0,0.0,0.0
1001,0.0,0.0,0.0
1002,35.67,0.0,35.67
1003,27.84,12.89,14.95
1004,0.0,0.0,0.0
1005,0.0,0.0,0.0
1006,0.0,0.0,0.0
1007,0.0,28.95,-28.95
1008,0.0,0.0,0.0
1009,0.0,0.0,0.0
1010,0.0,0.0,0.0
1011,0.0,0.0,0.0
1012,0.0,0.0,0.0
1013,0.0,0.0,0.0
1014,0.0,0.0,0.0
1015,58.86,19.74,39.12
1016,0.0,0.0,0.0
1017,0.0,0.0,0.0
1019,0.0,0.0,0.0
1020,0.0,13.49,-13.49
1021,8.89,74.96,-66.07
1022,0.0,120.58,-120.58
1023,0.0,0.0,0.0
1024,0.0,0.0,0.0
1025,0.0,0.0,0.0
1026,0.0,0.0,0.0
1027,0.0,0.0,0.0
1028,0.0,0.0,0.0
1029,41.95,12.34,29.61
1030,21.65,214.25,-192.6
1031,77.58,37.41,40.17
1032,0.0,0.0,0.0
1033,140.71,262.87,-122.16
1034,19.26,30.57,-11.31
1035,0.0,0.0,0.0
